순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
82,유랑의 달,2023-01-18,"58,430,392",0.0%,"58,430,392","5,812","5,812",45,841,일본,일본,,"(주)영화특별시에스엠씨,주식회사 왓챠",15세이상관람가,"드라마,미스터리",이상일,"히로세 스즈,마츠자카 토리,요코하마 류세이,타베 미카코"
83,"안녕, 소중한 사람",2023-02-08,"50,149,256",0.0%,"50,992,756","5,805","5,892",37,616,프랑스,프랑스,,(주)티캐스트,15세이상관람가,드라마,에밀리 아테프,"비키 크립스,가스파르 울리엘"
84,메모리아,2022-12-29,"51,071,946",0.0%,"74,845,939","5,294","7,834",36,707,기타,기타,,찬란,12세이상관람가,드라마,아핏차퐁 위라세타쿤,"틸다 스윈튼,잔느 발리바"
85,단순한 열정,2023-02-01,"46,166,290",0.0%,"46,851,290","5,268","5,338",31,495,프랑스,프랑스,,(주)영화사 진진,청소년관람불가,"드라마,멜로/로맨스",다니엘 아르비드,"라에티샤 도슈,세르게이 폴루닌"
86,날씨의 아이,2019-10-30,"38,764,490",0.0%,"6,117,334,100","5,085","742,747",40,500,일본,일본,,"플러스엠 엔터테인먼트,(주)미디어캐슬,워터홀컴퍼니(주)",15세이상관람가,"애니메이션,판타지,멜로/로맨스",신카이 마코토,"다이고 코타로,모리 나나,오구리 슌,심규혁,최한,강은애,김서영"
87,마리앙투아네트,2023-01-02,"96,237,000",0.0%,"96,237,000","4,812","4,812",8,77,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),12세이상관람가,"뮤지컬,공연",로버트 요한슨,
88,이마 베프,2023-02-01,"47,419,489",0.0%,"47,419,489","4,663","4,663",45,600,프랑스,프랑스,,(주)무비다이브,15세이상관람가,"코미디,드라마",올리비에 아사야스,"장만옥,장 피에르 레오,나탈리 리차드"
89,살수,2023-02-22,"42,416,765",0.0%,"42,416,765","4,600","4,600",188,"1,303",한국,한국,"(주)디에이치미디어,(유)조이앤시네마","TCO(주)더콘텐츠온,와이드 릴리즈(주),(주)제이앤씨미디어그룹",15세이상관람가,"액션,사극",곽정덕,"신현준,이문식,김민경,이로운,김병춘,홍은기,최성원,박재훈,이현걸,이정민,조영택,조명행,김동혁,김희영,이규탁,김림후,김현섭,공재민,김동일,김경탁,이우신,백승현,권라희,강진우,이다령,오재윤,윤여성,신현용,이상헌,신지연,민경진,이정민"
90,본즈 앤 올,2022-11-30,"50,846,199",0.0%,"659,874,147","4,592","62,773",21,373,미국,미국,,워너브러더스 코리아(주),청소년관람불가,"공포(호러),멜로/로맨스",루카 구아다니노,"테일러 러셀,티모시 샬라메,마크 라이런스,클로에 세비니"
91,샷건 웨딩,2023-03-29,"32,438,200",0.0%,"32,438,200","4,320","4,320",126,602,미국,미국,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",15세이상관람가,"액션,멜로/로맨스,코미디",제이슨 무어,"제니퍼 로페즈,조쉬 더하멜"
92,위너 2022 콘서트 더 서클 더 무비,2023-01-25,"91,370,200",0.0%,"91,370,200","4,166","4,166",31,255,한국,한국,(주)와이지엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),전체관람가,"공연,다큐멘터리",정치영,
93,해시태그 시그네,2023-01-11,"41,818,853",0.0%,"44,806,853","4,079","4,411",59,689,노르웨이,노르웨이,,판씨네마(주),15세이상관람가,"멜로/로맨스,코미디",,
94,콜 제인,2023-03-08,"39,298,294",0.0%,"39,584,294","3,989","4,019",70,717,영국,영국,,"(주)누리픽쳐스,(주)영화특별시에스엠씨",12세이상관람가,드라마,필리스 나기,"엘리자베스 뱅크스,시고니 위버,크리스 메시나,케이트 마라,운미 모사쿠"
95,라인,2023-01-25,"34,775,099",0.0%,"35,002,099","3,965","3,989",47,554,스위스,"스위스,프랑스,벨기에",,M&M 인터내셔널,15세이상관람가,"드라마,가족",우슬라 마이어,발레리아 브루니 테데스키
96,400번의 구타,2016-04-13,"36,268,896",0.0%,"50,462,696","3,835","6,117",33,473,프랑스,프랑스,,"(주)엣나인필름,㈜영화사 백두대간","15세이상관람가,전체관람가",드라마,프랑수아 트뤼포,"장 피에르 레오,클레르 모리에"
97,코코,2018-01-11,"42,883,700",0.0%,"27,766,173,140","3,766","3,516,880",10,137,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
98,가가린,2022-12-22,"35,470,287",0.0%,"83,829,374","3,592","8,539",24,540,프랑스,프랑스,,(주)엣나인필름,12세이상관람가,SF,"파니 리에타르,제레미 트루일","피네건 올드필드,드니 라방,알세니 바틸리,리나 쿠드리"
99,어떤 영웅,2023-03-15,"33,304,524",0.0%,"33,304,524","3,591","3,591",38,402,프랑스,프랑스,,(주)영화사 진진,12세이상관람가,드라마,아쉬가르 파라디,"아미르 자디디,모센 타나벤데,페레슈테 사드로라파이,사리나 파라디"
100,헤어질 결심,2022-06-29,"33,675,689",0.0%,"19,675,967,278","3,552","1,897,506",20,243,한국,한국,모호필름,(주)씨제이이엔엠,15세이상관람가,"미스터리,멜로/로맨스",박찬욱,"박해일,탕웨이,이정현,고경표,김신영,정영숙,유승목,서현우,정이서,이학주,정소리,신안진,김도연,고민시,차서원,주인영,윤성원,최선자,진용욱,안진상,박정민,박용우,정하담,최대훈,김미화,곽은진,안성봉,김성곤,문순주,현직,한서울,김도담,문정대,유인혜,권혁성,차상도,강경수,유태오,이지하,전성애,이경민,이용녀,김귀례,김도담,유다솜,김민준,김국진,김상현"
101,"열여덟, 어른이 되는 나이",2023-01-25,"31,381,297",0.0%,"31,381,297","3,419","3,419",34,382,한국,한국,(주)체리코끼리,필름다빈,12세이상관람가,드라마,주영,"임선우,김명찬,이상희,박현숙,정용주,엄채영,이동용,공인실,강준석,서수민,남이슬"
102,리틀 엘렌: 외계인과 안테나 대소동,2023-03-01,"30,069,894",0.0%,"30,069,894","3,275","3,275",140,473,덴마크,덴마크,,주식회사 블루필름웍스,전체관람가,"애니메이션,판타지,어드벤처",,"김옥경,정의한,배진홍,홍수정"
103,새비지 맨,2023-01-26,"25,868,492",0.0%,"25,868,492","3,227","3,227",50,119,미국,미국,,주식회사 디에스이이디,청소년관람불가,"액션,스릴러",,"로버트 드 니로,잭 휴스턴,존 말코비치"
104,원 웨이,2023-02-09,"25,478,197",0.0%,"25,478,197","3,176","3,176",50,115,미국,미국,,주식회사 블루필름웍스,15세이상관람가,액션,앤드류 베어드,"케빈 베이컨,스톰 리드,트래비스 핌멜"
105,궁지에 몰린 쥐는 치즈 꿈을 꾼다,2023-02-08,"34,624,752",0.0%,"35,734,752","3,065","3,208",66,609,일본,일본,,홀리가든,청소년관람불가,"드라마,멜로/로맨스",유키사다 이사오,"오쿠라 타다요시,나리타 료"
106,울프 하운드,2023-02-09,"24,209,397",0.0%,"24,209,397","3,043","3,043",50,118,미국,미국,,주식회사 풍경소리,15세이상관람가,"액션,전쟁",마이클 B. 체이트,"제임스 매스로우,트레버 도노반"
107,코르사주,2022-12-21,"25,761,798",0.0%,"90,925,596","2,972","9,725",31,382,프랑스,프랑스,,"그린나래미디어(주),(주)플레이그램",15세이상관람가,드라마,,빅키 크리엡스
108,쏜애플 불구경 2022 라이브 콘서트 필름,2023-03-08,"58,910,900",0.0%,"58,910,900","2,957","2,957",10,130,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,금강산,
109,패닉 런,2023-01-04,"29,729,495",0.0%,"33,491,495","2,943","3,361",53,453,미국,미국,,주식회사 원더스튜디오,12세이상관람가,스릴러,필립 노이스,"나오미 왓츠,제이슨 클락"
110,쥴 앤 짐,1997-01-04,"27,187,589",0.0%,"47,122,589","2,894","6,203",33,414,프랑스,프랑스,르 필름즈 두 카로스,"(주)엣나인필름,㈜영화사 백두대간","고등학생이상관람가,15세이상관람가","드라마,멜로/로맨스",프랑수아 트뤼포,"오스카 베르너,앙리 세르"
111,겨울왕국 2,2019-11-21,"33,511,100",0.0%,"114,843,932,550","2,876","13,750,668",11,120,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"크리스 벅,제니퍼 리","크리스틴 벨,이디나 멘젤,조시 게드,조나단 그로프"
112,이태석,2022-12-29,"20,132,197",0.0%,"48,973,396","2,833","5,941",88,567,한국,한국,"드림채널,주식회사 블루필름웍스","THE 픽쳐스,주식회사 블루필름웍스",전체관람가,다큐멘터리,이우석,임형주
113,라스트 버스,2023-02-09,"20,945,091",0.0%,"20,945,091","2,686","2,686",27,332,영국,영국,,주식회사 블루필름웍스,12세이상관람가,드라마,질리스 맥키넌,"티모시 스폴,필리스 로건"
114,프로메어,2022-10-20,"28,133,150",0.0%,"239,598,359","2,645","21,688",4,119,일본,일본,,(주)영화사 그램,15세이상관람가,애니메이션,이마이시 히로유키,"마츠야마 켄이치,사카이 마사토"
115,극장판 주술회전 0,2022-02-17,"25,514,606",0.0%,"6,628,272,858","2,466","664,565",3,104,일본,일본,,(주)대교 미디어콘텐츠사업본부,15세이상관람가,애니메이션,박성후,"오가타 메구미,하나자와 카나,코마츠 미카코,우치야마 코우키,세키 토모카즈,나카무라 유이치,사쿠라이 타카히로"
116,엘비스,2022-07-13,"22,374,690",0.0%,"1,098,745,318","2,438","101,522",28,353,미국,미국,,워너브러더스 코리아(주),15세이상관람가,드라마,바즈 루어만,"오스틴 버틀러,톰 행크스,올리비아 데종"
117,여덟 번째 감각,2023-03-29,"20,829,387",0.0%,"20,829,387","2,405","2,405",80,355,한국,한국,(주)문라이트이엔티,"(주)플레이그램,(주)영화특별시에스엠씨",15세이상관람가,"멜로/로맨스,드라마","백인우,베르너 두 플레시스","오준택,강선미,임지섭,박해인,이미라,장영준,방진원,서지안,정서인,채수아,김희영,장용희,차종호,김세동,구교민,송병훈,문진식,조은,최효준,룡세형,서채우,고은지,박예찬,문채원"
118,엘 카미노,2023-03-29,"23,679,500",0.0%,"23,679,500","2,280","2,280",33,135,한국,한국,씨제이 씨지브이(CJ CGV)(주),"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",전체관람가,다큐멘터리,손미나,
119,크레이지 컴페티션,2022-12-28,"21,196,796",0.0%,"55,310,194","2,247","5,939",37,439,스페인,스페인,,"(주)영화사 진진,주식회사 왓챠",15세이상관람가,"드라마,코미디","마리아노 콘,가스통 듀프랫","페넬로페 크루즈,안토니오 반데라스,오스카 마르티네즈"
120,10일간의 애인,2023-01-12,"21,160,996",0.0%,"21,160,996","2,118","2,118",50,115,한국,한국,"(주)로드하우스,꿀잼컴퍼니(주)",(주)그노스,청소년관람불가,멜로/로맨스,이영용,"송민경,우충현,차솔몬,이진아,한시아,김도아,김영웅,이영리,이판섭,이소진,한다인,권정윤,송범학,송동호,정명제,이재관,김제훈,이연빈,심지연,권미정,전이서,오정태"
121,강남좀비,2023-01-05,"21,235,695",0.0%,"21,235,695","2,098","2,098",51,336,한국,한국,㈜리필름,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",15세이상관람가,드라마,이수성,"지일주,지연"
122,울브스 오브 워,2023-01-26,"20,215,900",0.0%,"20,215,900","2,025","2,025",50,115,영국,영국,,(주)누리픽쳐스,15세이상관람가,"액션,스릴러,전쟁",자일스 앨더슨,"에드 웨스트윅,루퍼트 그레이브즈"
123,로보카폴리 안전교실 교통편,2022-09-19,"12,046,000",0.0%,"39,636,000","2,007","6,604",4,40,한국,한국,(주)로이비쥬얼,(주)로이비쥬얼,전체관람가,애니메이션,엄준영,"엄상현,박선영"
124,양자경의 더 모든 날 모든 순간,2022-11-23,"21,165,988",0.0%,"312,182,359","1,998","29,323",6,138,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스"
125,겨울왕국,2014-01-16,"22,900,600",0.0%,"82,544,207,680","1,993","10,305,051",11,113,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,"애니메이션,어드벤처,가족,코미디,뮤지컬,판타지","크리스 벅,제니퍼 리","이디나 멘젤,크리스틴 벨,조나단 그로프,조시 게드"
125,루비콘,2023-02-23,"15,963,197",0.0%,"15,963,197","1,993","1,993",5,70,오스트리아,오스트리아,,(주)영화사 안다미로,12세이상관람가,SF,레니 라우리치,줄리아 프란츠 리히터
127,드라이브 마이 카,2021-12-23,"19,435,890",0.0%,"762,446,756","1,965","81,905",15,175,일본,일본,,(주)트리플픽쳐스,15세이상관람가,드라마,하마구치 류스케,"니시지마 히데토시,미우라 토코,오카다 마사키,기리시마 레이카,박유림,진대연,소냐 위엔,안휘태"
128,라이스보이 슬립스,2023-04-19,"17,446,000",0.0%,"17,446,000","1,822","1,822",7,11,캐나다,캐나다,,판씨네마(주),15세이상관람가,"가족,드라마",앤소니 심,"최승윤,이든 황,도현 노엘 황,앤소니 심,강인성"
129,주토피아,2016-02-17,"20,416,000",0.0%,"37,116,473,742","1,804","4,707,962",7,91,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라"
130,장기자랑,2023-04-05,"16,366,000",0.0%,"16,878,000","1,777","1,841",2,10,한국,한국,영화사 연필,(주)영화사 진진,12세이상관람가,다큐멘터리,이소현,"김명임,김도현,김순덕,박유신,이미경,최지영,박혜영,김태현"
131,러브레터,1999-11-20,"17,016,476",0.0%,"1,143,558,317","1,725","141,368",11,203,일본,일본,후지텔레비젼네트웍,"주식회사 왓챠,와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트",전체관람가,"멜로/로맨스,드라마",이와이 슌지,"나까야마 미호,토요카와 에츠시,사카이 미키"
132,에어,2023-04-05,"15,818,000",0.0%,"15,818,000","1,703","1,703",3,7,미국,미국,,워너브러더스 코리아(주),15세이상관람가,드라마,벤 애플렉,"맷 데이먼,벤 애플렉,제이슨 베이트먼,마론 웨이언스,크리스 메시나,크리스 터커,비올라 데이비스"
133,처음 꽃향기를 만난 순간,2023-01-04,"16,952,395",0.0%,"17,534,395","1,637","1,734",32,389,대만,대만,,오드,15세이상관람가,"드라마,멜로/로맨스",덩이한,"정여희,임진희,이역"
134,나는 마을 방과후 교사입니다,2023-01-11,"14,866,599",0.0%,"14,866,599","1,617","1,617",23,377,한국,한국,(주)스튜디오그레인풀,(주)스튜디오그레인풀,전체관람가,다큐멘터리,"박홍열,황다은",
135,뿌까의 짜장면파티,2022-07-04,"9,511,000",0.0%,"152,742,500","1,583","25,324",4,36,한국,한국,(주)에픽캔,(주)에픽캔,전체관람가,기타,박상용,"유진주,임종웅,이은정,박중언,김기영,임재홍,신지윤,김민아,이지현,김은미,엄상현"
136,찬란한 나의 복수,2023-03-29,"12,769,599",0.0%,"12,769,599","1,534","1,534",59,208,한국,한국,"주식회사 고래픽처스,시금치 픽쳐스",영화배급협동조합 씨네소파,15세이상관람가,드라마,임성운,"허준석,이영석,남보라,오태경,신원호,최범호"
